Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,Answer clip_vit_g_14_laion2b,True Label
n03930630\misc_22.jpg,plane,chain saw,pencil sharpener,mailbox,pencil sharpener,mousetrap,n13040303,n03930630
n03930630\misc_3.jpg,beach wagon,Polaroid camera,mousetrap,pencil sharpener,carton,pencil sharpener,n04141975,n03930630
n03930630\misc_4.jpg,comic book,comic book,pickup,pencil sharpener,comic book,carpenter's kit,n15075141,n03930630
n03930630\misc_5.jpg,pickup,beach wagon,pickup,beach wagon,pickup,convertible,n04141975,n03930630
n03930630\misc_6.jpg,pickup,pickup,pickup,pickup,pickup,pickup,n04141975,n03930630
n03930630\misc_7.jpg,beach wagon,toaster,beach wagon,pencil sharpener,beach wagon,toaster,n04141975,n03930630
n03930630\misc_8.jpg,lawn mower,lawn mower,cab,racer,ambulance,racer,n04141975,n03930630
n03930630\misc_9.jpg,pickup,Polaroid camera,pencil sharpener,pencil sharpener,cab,cassette,n13044778,n03930630
n03930630\origami_0.jpg,cradle,forklift,mailbag,dumbbell,pencil sharpener,sleeping bag,n15075141,n03930630
n03930630\origami_1.jpg,carton,carton,studio couch,carton,carton,handkerchief,n02002724,n03930630
n03930630\painting_0.jpg,pickup,harvester,pickup,barn,barn,barn,n04507155,n03930630
n03930630\painting_1.jpg,pickup,tractor,pickup,harvester,jeep,harvester,n15075141,n03930630
n03930630\painting_10.jpg,pickup,pickup,pickup,cab,pickup,cab,n12620546,n03930630
n03930630\painting_11.jpg,jeep,racer,beach wagon,beach wagon,beach wagon,jigsaw puzzle,n04070727,n03930630
n03930630\painting_12.jpg,beach wagon,hard disc,beach wagon,hard disc,hard disc,hard disc,n04141975,n03930630
n03930630\painting_13.jpg,chest,book jacket,doormat,tray,mailbox,birdhouse,n04332243,n03930630
n03930630\painting_14.jpg,trailer truck,trailer truck,jeep,sandbar,warplane,lakeside,n04070727,n03930630
n03930630\painting_2.jpg,pickup,pickup,pickup,pickup,pickup,pickup,n13052670,n03930630
n03930630\painting_3.jpg,pickup,golfcart,pickup,jeep,golfcart,garbage truck,n04019541,n03930630
n03930630\painting_4.jpg,bobsled,iron,pickup,plastic bag,pickup,motor scooter,n04141975,n03930630
n03930630\painting_5.jpg,pop bottle,mailbox,mailbox,perfume,chest,pencil sharpener,n15075141,n03930630
n03930630\painting_6.jpg,grille,racer,pickup,recreational vehicle,grille,tow truck,n13133613,n03930630
n03930630\painting_7.jpg,pickup,pickup,pickup,pickup,pickup,pickup,n13133613,n03930630
n03930630\painting_8.jpg,cab,cab,minibus,jeep,cab,green mamba,n04507155,n03930630
n03930630\painting_9.jpg,lawn mower,lighter,cellular telephone,lawn mower,holster,assault rifle,n13040303,n03930630
n03930630\sculpture_0.jpg,unicycle,unicycle,unicycle,tricycle,tricycle,shield,n03110669,n03930630
n03930630\sculpture_1.jpg,pickup,tow truck,racer,tow truck,racer,Polaroid camera,n10148035,n03930630
n03930630\sculpture_2.jpg,car wheel,jeep,plow,jeep,plow,plow,n04311174,n03930630
n03930630\sculpture_3.jpg,sliding door,guillotine,sliding door,guillotine,yurt,guillotine,n02120079,n03930630
n03930630\sketch_0.jpg,pickup,pickup,pickup,pickup,pickup,stretcher,n04019541,n03930630
n03930630\sketch_1.jpg,pickup,pickup,pickup,pickup,pickup,pickup,n10148035,n03930630
n03930630\sketch_10.jpg,pickup,half track,pickup,projector,pickup,cornet,n04019541,n03930630
n03930630\sketch_11.jpg,pickup,beach wagon,pickup,trombone,pickup,cornet,n13040303,n03930630
n03930630\sketch_12.jpg,stove,scale,tray,folding chair,stove,stretcher,n13040303,n03930630
n03930630\sketch_13.jpg,pickup,red wine,mousetrap,plate rack,pickup,safety pin,n04019541,n03930630
n03930630\sketch_14.jpg,tricycle,tricycle,tricycle,folding chair,rocking chair,tricycle,n13040303,n03930630
n03930630\sketch_15.jpg,half track,half track,half track,half track,half track,half track,n10148035,n03930630
n03930630\sketch_16.jpg,pickup,pickup,pickup,pickup,pickup,padlock,n13040303,n03930630
n03930630\sketch_17.jpg,pickup,beach wagon,shopping cart,plate rack,cradle,plate rack,n13040303,n03930630
n03930630\sketch_18.jpg,racer,mousetrap,grille,cradle,pickup,stretcher,n13040303,n03930630
n03930630\sketch_19.jpg,jeep,jeep,pickup,beach wagon,jeep,beach wagon,n10148035,n03930630
n03930630\sketch_2.jpg,minivan,car wheel,car wheel,beach wagon,sports car,convertible,n12998815,n03930630
n03930630\sketch_20.jpg,pickup,pickup,pickup,pickup,pickup,sundial,n13040303,n03930630
n03930630\sketch_21.jpg,jeep,corkscrew,half track,buckle,buckle,padlock,n13037406,n03930630
n03930630\sketch_22.jpg,pickup,pickup,pickup,pickup,stretcher,stretcher,n13040303,n03930630
n03930630\sketch_23.jpg,pickup,pickup,pickup,pickup,pickup,pickup,n15075141,n03930630
n03930630\sketch_24.jpg,pickup,pickup,pickup,pickup,pickup,beach wagon,n10148035,n03930630
n03930630\sketch_3.jpg,pickup,pickup,pickup,thimble,pickup,plate rack,n15075141,n03930630
n03930630\sketch_4.jpg,stretcher,tow truck,pickup,trombone,pickup,cornet,n13040303,n03930630
n03930630\sketch_5.jpg,convertible,beach wagon,beach wagon,mousetrap,beach wagon,cornet,n13040303,n03930630
n03930630\sketch_6.jpg,plate rack,mousetrap,mousetrap,tray,buckle,buckle,n04005630,n03930630
n03930630\sketch_7.jpg,tricycle,French horn,mousetrap,shopping cart,stretcher,cornet,n13040303,n03930630
n03930630\sketch_8.jpg,pickup,pickup,pickup,pickup,beach wagon,half track,n13052670,n03930630
n03930630\sketch_9.jpg,mousetrap,mousetrap,buckle,buckle,hair slide,hair slide,n13040303,n03930630
n03930630\sticker_0.jpg,tow truck,tow truck,tow truck,amphibian,tow truck,tow truck,n04141975,n03930630
n03930630\toy_0.jpg,pickup,harvester,pickup,pencil sharpener,lawn mower,harvester,n13044778,n03930630
n03930630\toy_1.jpg,power drill,lawn mower,lawn mower,lawn mower,binoculars,lawn mower,n02167151,n03930630
n03930630\toy_10.jpg,pickup,pickup,pickup,pickup,beach wagon,pickup,n15075141,n03930630
n03930630\toy_11.jpg,pencil sharpener,rubber eraser,pencil sharpener,pencil sharpener,pencil sharpener,dumbbell,n03131574,n03930630
n03930630\toy_12.jpg,pickup,cab,cab,ambulance,cab,beach wagon,n04141975,n03930630
n03930630\toy_13.jpg,beach wagon,beach wagon,beach wagon,beach wagon,beach wagon,beach wagon,n15075141,n03930630
n03930630\toy_14.jpg,racer,pencil sharpener,pencil sharpener,pencil sharpener,cab,packet,n03131574,n03930630
n03930630\toy_15.jpg,lawn mower,vacuum,vacuum,pencil sharpener,lawn mower,ambulance,n04141975,n03930630
n03930630\toy_16.jpg,tow truck,snowplow,snowplow,snowplow,jeep,tow truck,n04141975,n03930630
n03930630\toy_2.jpg,pickup,Polaroid camera,Polaroid camera,Polaroid camera,Polaroid camera,Polaroid camera,n04141975,n03930630
n03930630\toy_3.jpg,pencil sharpener,lawn mower,tow truck,lighter,pencil sharpener,whistle,n13044778,n03930630
n03930630\toy_4.jpg,pickup,pickup,pickup,pickup,pickup,pickup,n13133613,n03930630
n03930630\toy_5.jpg,pickup,pickup,pickup,beach wagon,pickup,projector,n10148035,n03930630
n03930630\toy_6.jpg,pickup,pickup,pickup,pickup,pickup,cab,n04141975,n03930630
n03930630\toy_7.jpg,pickup,pickup,pickup,pickup,pickup,amphibian,n04141975,n03930630
n03930630\toy_8.jpg,pickup,forklift,golfcart,amphibian,forklift,half track,n13133613,n03930630
n03930630\toy_9.jpg,tow truck,pickup,pickup,jeep,tow truck,tow truck,n04141975,n03930630
n03930630\videogame_0.jpg,bagel,ocarina,French loaf,revolver,web site,teddy,n02119789,n03930630
n03930630\videogame_1.jpg,lawn mower,tractor,lawn mower,lawn mower,lawn mower,tractor,n13040303,n03930630
n03930630\videogame_10.jpg,comic book,comic book,comic book,carpenter's kit,packet,web site,n02791124,n03930630
n03930630\videogame_2.jpg,jeep,racer,analog clock,garbage truck,digital watch,ambulance,n07753275,n03930630
n03930630\videogame_3.jpg,pickup,pickup,snowplow,chain saw,tow truck,thresher,n04141975,n03930630
n03930630\videogame_4.jpg,amphibian,amphibian,racer,amphibian,amphibian,motor scooter,n10148035,n03930630
n03930630\videogame_5.jpg,jeep,alp,bighorn,jeep,jeep,apiary,n01984695,n03930630
n03930630\videogame_6.jpg,snowplow,tow truck,snowplow,snowplow,snowplow,tractor,n04467665,n03930630
n03930630\videogame_7.jpg,seashore,stretcher,submarine,bikini,airliner,sewing machine,n02791124,n03930630
n03930630\videogame_8.jpg,lawn mower,toyshop,can opener,slot,tow truck,slot,n03376595,n03930630
n03930630\videogame_9.jpg,racer,racer,racer,racer,racer,racer,n04141975,n03930630
n03947888\art_0.jpg,wardrobe,wardrobe,sliding door,guillotine,crate,guillotine,n04200800,n03947888
n03947888\art_1.jpg,comic book,comic book,comic book,cowboy boot,comic book,comic book,n10148035,n03947888
n03947888\art_2.jpg,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,n02011460,n03947888
n03947888\art_3.jpg,scabbard,scabbard,shield,cockroach,shield,mask,n04200800,n03947888
n03947888\art_4.jpg,shield,shield,shield,tray,shield,brass,n04200800,n03947888
n03947888\cartoon_0.jpg,chain,web site,hook,hook,nematode,envelope,n01990800,n03947888
n03947888\cartoon_1.jpg,book jacket,book jacket,book jacket,book jacket,fire screen,book jacket,n02120079,n03947888
n03947888\cartoon_10.jpg,purse,clog,diaper,safety pin,diaper,pencil sharpener,n10148035,n03947888
n03947888\cartoon_11.jpg,handkerchief,envelope,comic book,comic book,comic book,envelope,n03041632,n03947888
n03947888\cartoon_12.jpg,pillow,envelope,envelope,envelope,envelope,wallet,n03733131,n03947888
n03947888\cartoon_13.jpg,piggy bank,espresso maker,pencil sharpener,table lamp,pencil sharpener,binoculars,n02130308,n03947888
n03947888\cartoon_2.jpg,paper towel,envelope,envelope,envelope,pillow,safety pin,n03110669,n03947888
n03947888\cartoon_3.jpg,shield,lighter,comic book,hook,guillotine,carton,n04252225,n03947888
n03947888\cartoon_4.jpg,hatchet,jigsaw puzzle,comic book,envelope,envelope,electric guitar,n03841143,n03947888
n03947888\cartoon_5.jpg,plow,hook,barber chair,plow,barber chair,cradle,n04332243,n03947888
n03947888\cartoon_6.jpg,book jacket,rocking chair,rocking chair,sundial,pillow,jigsaw puzzle,n12620546,n03947888
n03947888\cartoon_7.jpg,pirate,jigsaw puzzle,pirate,pirate,pirate,pirate,n10148035,n03947888
n03947888\cartoon_8.jpg,shield,shield,shield,shield,shield,revolver,n03131574,n03947888
n03947888\cartoon_9.jpg,bakery,candle,candle,bottlecap,candle,vase,n02690373,n03947888
n03947888\deviantart_0.jpg,beacon,beacon,wreck,caldron,volcano,space shuttle,n02167151,n03947888
n03947888\deviantart_1.jpg,schooner,pirate,pirate,schooner,pirate,pirate,n10148035,n03947888
n03947888\embroidery_0.jpg,bib,jersey,bib,jersey,bib,pick,n04200800,n03947888
n03947888\graffiti_0.jpg,plastic bag,window screen,window screen,window screen,maze,handkerchief,n03782006,n03947888
n03947888\graffiti_1.jpg,ashcan,ashcan,ashcan,barbershop,ashcan,vending machine,n03272010,n03947888
n03947888\graffiti_2.jpg,comic book,comic book,wallet,comic book,comic book,steam locomotive,n11879895,n03947888
n03947888\graphic_0.jpg,book jacket,book jacket,book jacket,book jacket,book jacket,book jacket,n12768682,n03947888
n03947888\misc_0.jpg,scabbard,sandal,wall clock,holster,tray,rhinoceros beetle,n03272010,n03947888
n03947888\misc_1.jpg,handkerchief,packet,envelope,envelope,pillow,oil filter,n02009229,n03947888
n03947888\misc_10.jpg,packet,packet,tank,perfume,packet,switch,n07802026,n03947888
n03947888\misc_11.jpg,bonnet,banded gecko,sock,banded gecko,Christmas stocking,boa constrictor,n04532106,n03947888
n03947888\misc_2.jpg,pencil box,lighter,hamper,jigsaw puzzle,shopping basket,candle,n07715103,n03947888
n03947888\misc_3.jpg,candle,paper towel,matchstick,mortar,shopping basket,thimble,n07583066,n03947888
n03947888\misc_4.jpg,carousel,carousel,cradle,carousel,carousel,carousel,n02009912,n03947888
n03947888\misc_5.jpg,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,n02111129,n03947888
n03947888\misc_6.jpg,bakery,jack-o'-lantern,perfume,tray,packet,chocolate sauce,n03131574,n03947888
n03947888\misc_7.jpg,sundial,street sign,analog clock,analog clock,barrow,chambered nautilus,n07875152,n03947888
n03947888\misc_8.jpg,pirate,schooner,pirate,pirate,drilling platform,drilling platform,n12768682,n03947888
n03947888\misc_9.jpg,chest,paper towel,paper towel,chest,lampshade,chest,n04200800,n03947888
n03947888\origami_0.jpg,handkerchief,sundial,sundial,envelope,sundial,miniskirt,n07615774,n03947888
n03947888\painting_0.jpg,shield,rapeseed,paddlewheel,honeycomb,picket fence,pajama,n12267677,n03947888
n03947888\painting_1.jpg,bow,seashore,pirate,aircraft carrier,wreck,fountain,n10148035,n03947888
n03947888\painting_10.jpg,barbershop,crate,plate rack,doormat,medicine chest,book jacket,n03272010,n03947888
n03947888\painting_11.jpg,comic book,book jacket,book jacket,tray,handkerchief,comic book,n03131574,n03947888
n03947888\painting_12.jpg,pillow,pillow,book jacket,pillow,pillow,clog,n07875152,n03947888
n03947888\painting_2.jpg,ocarina,packet,street sign,packet,book jacket,toilet tissue,n10148035,n03947888
n03947888\painting_3.jpg,comic book,bubble,toilet seat,disk brake,solar dish,tray,n10148035,n03947888
n03947888\painting_4.jpg,tray,television,binder,monitor,tray,oscilloscope,n07583066,n03947888
n03947888\painting_5.jpg,pirate,manhole cover,comic book,jigsaw puzzle,sundial,jigsaw puzzle,n10148035,n03947888
n03947888\painting_6.jpg,shield,puck,mask,crash helmet,shield,crash helmet,n03272010,n03947888
n03947888\painting_7.jpg,pirate,pirate,pirate,pirate,pirate,pirate,n12768682,n03947888
n03947888\painting_8.jpg,book jacket,book jacket,book jacket,book jacket,book jacket,book jacket,n04461696,n03947888
n03947888\painting_9.jpg,pirate,pirate,drilling platform,pirate,crane,pirate,n10148035,n03947888
n03947888\sculpture_0.jpg,hamper,rocking chair,hamper,mortar,barber chair,spindle,n02167151,n03947888
n03947888\sculpture_1.jpg,pirate,pirate,pot,mountain tent,canoe,lawn mower,n07715103,n03947888
n03947888\sketch_0.jpg,pirate,pirate,pirate,pirate,pirate,pirate,n12144580,n03947888
n03947888\sticker_0.jpg,envelope,envelope,envelope,envelope,envelope,envelope,n02167151,n03947888
n03947888\sticker_1.jpg,packet,hatchet,packet,airship,rocking chair,banjo,n11879895,n03947888
n03947888\sticker_2.jpg,pirate,cradle,jigsaw puzzle,balloon,Christmas stocking,jigsaw puzzle,n03673027,n03947888
n03947888\tattoo_0.jpg,pillow,cowboy boot,punching bag,cowboy boot,vase,totem pole,n11879895,n03947888
n03947888\tattoo_1.jpg,shield,sombrero,buckle,buckle,jersey,ocarina,n02233338,n03947888
n03947888\tattoo_10.jpg,mask,clog,clog,sarong,clog,mask,n03673027,n03947888
n03947888\tattoo_11.jpg,jersey,Band Aid,jersey,jersey,jersey,vase,n03673027,n03947888
n03947888\tattoo_12.jpg,pitcher,pitcher,vase,pitcher,pitcher,shower curtain,n03272010,n03947888
n03947888\tattoo_13.jpg,vase,sarong,cowboy boot,sarong,shower curtain,sarong,n03272010,n03947888
n03947888\tattoo_14.jpg,vase,cowboy boot,vase,vase,vase,vase,n12267677,n03947888
n03947888\tattoo_15.jpg,vase,clog,clog,clog,sandal,vase,n11879895,n03947888
n03947888\tattoo_16.jpg,vase,cowboy boot,vase,cowboy boot,vase,pop bottle,n03272010,n03947888
n03947888\tattoo_17.jpg,comic book,comic book,comic book,comic book,comic book,jigsaw puzzle,n03197337,n03947888
n03947888\tattoo_18.jpg,toilet tissue,Band Aid,jersey,punching bag,Band Aid,Band Aid,n03272010,n03947888
n03947888\tattoo_19.jpg,vase,sunscreen,jersey,vase,vase,vase,n10148035,n03947888
n03947888\tattoo_2.jpg,vase,vase,vase,vase,vase,vase,n13133613,n03947888
n03947888\tattoo_20.jpg,vase,cowboy boot,cowboy boot,cowboy boot,swimming trunks,sarong,n03272010,n03947888
n03947888\tattoo_21.jpg,Band Aid,Band Aid,Band Aid,Band Aid,Band Aid,jersey,n11879895,n03947888
n03947888\tattoo_22.jpg,pirate,muzzle,pirate,beacon,totem pole,bell cote,n10148035,n03947888
n03947888\tattoo_23.jpg,chiton,chiton,chiton,trilobite,chiton,vase,n03272010,n03947888
n03947888\tattoo_24.jpg,vase,vase,punching bag,sarong,beer glass,chest,n13133613,n03947888
n03947888\tattoo_25.jpg,electric fan,bubble,puck,oxygen mask,electric fan,oxygen mask,n12998815,n03947888
n03947888\tattoo_26.jpg,punching bag,punching bag,mask,punching bag,maillot,pop bottle,n12267677,n03947888
n03947888\tattoo_27.jpg,stole,sarong,sarong,sarong,jersey,gown,n03841143,n03947888
n03947888\tattoo_28.jpg,vase,pitcher,pitcher,pitcher,pitcher,chambered nautilus,n04200800,n03947888
n03947888\tattoo_29.jpg,handkerchief,sandal,hair slide,warplane,hair slide,hair slide,n04332243,n03947888
n03947888\tattoo_3.jpg,whiskey jug,cowboy boot,toilet seat,toilet seat,mask,vase,n11879895,n03947888
n03947888\tattoo_4.jpg,Band Aid,Band Aid,Band Aid,bikini,Band Aid,butternut squash,n03673027,n03947888
n03947888\tattoo_5.jpg,sarong,cowboy boot,jersey,kimono,jersey,wine bottle,n11879895,n03947888
n03947888\tattoo_6.jpg,Band Aid,bathing cap,jersey,Band Aid,lipstick,Band Aid,n04200800,n03947888
n03947888\tattoo_7.jpg,whiskey jug,whiskey jug,whiskey jug,vase,whiskey jug,maillot tank suit,n03272010,n03947888
n03947888\tattoo_8.jpg,whiskey jug,whiskey jug,shield,shield,whiskey jug,toilet seat,n04200800,n03947888
n03947888\tattoo_9.jpg,crash helmet,crash helmet,crash helmet,soccer ball,crash helmet,crash helmet,n07753275,n03947888
n03947888\toy_0.jpg,guillotine,cradle,chest,balloon,hamper,marimba,n02133161,n03947888
n03947888\toy_1.jpg,bucket,candle,stupa,candle,shoe shop,maypole,n03733131,n03947888
n03947888\toy_10.jpg,tray,mousetrap,doormat,tray,swab,mousetrap,n02111129,n03947888
n03947888\toy_11.jpg,toyshop,toyshop,toyshop,pirate,toyshop,toyshop,n03584829,n03947888
n03947888\toy_2.jpg,torch,drumstick,drumstick,plunger,guillotine,plunger,n02120079,n03947888
n03947888\toy_3.jpg,ice lolly,lighter,pencil sharpener,pencil sharpener,rubber eraser,pencil sharpener,n04328186,n03947888
n03947888\toy_4.jpg,comic book,football helmet,comic book,comic book,comic book,disk brake,n03733131,n03947888
n03947888\toy_5.jpg,ocarina,packet,packet,packet,packet,packet,n07711569,n03947888
n03947888\toy_6.jpg,lifeboat,pirate,pirate,lifeboat,pirate,lifeboat,n13044778,n03947888
n03947888\toy_7.jpg,toyshop,toyshop,toyshop,altar,toyshop,tray,n03623198,n03947888
n03947888\toy_8.jpg,bucket,ashcan,ashcan,carton,hamper,coffee mug,n04200800,n03947888
n03947888\toy_9.jpg,flagpole,flagpole,flagpole,pinwheel,flagpole,flagpole,n13054560,n03947888
n03947888\videogame_0.jpg,pirate,pirate,pirate,pirate,pirate,pirate,n10148035,n03947888
n03947888\videogame_1.jpg,pirate,pirate,pirate,crane,pirate,wreck,n12768682,n03947888
