Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,Answer google/vit-base-patch16-224-in21k,True Label
n04118538\sculpture_0.jpg,768,405,768,498,768,919,1,n04118538
n04118538\sketch_0.jpg,768,768,714,892,752,805,0,n04118538
n04118538\sketch_1.jpg,577,633,633,456,633,790,0,n04118538
n04118538\sketch_10.jpg,549,549,549,549,633,409,0,n04118538
n04118538\sketch_11.jpg,600,916,916,600,633,673,0,n04118538
n04118538\sketch_12.jpg,714,714,714,577,714,790,1,n04118538
n04118538\sketch_13.jpg,729,549,430,673,714,714,0,n04118538
n04118538\sketch_14.jpg,111,768,566,541,507,451,0,n04118538
n04118538\sketch_15.jpg,729,545,549,729,828,835,0,n04118538
n04118538\sketch_16.jpg,714,714,917,549,714,426,0,n04118538
n04118538\sketch_17.jpg,714,549,746,746,714,835,0,n04118538
n04118538\sketch_18.jpg,640,79,640,835,835,549,0,n04118538
n04118538\sketch_19.jpg,111,714,712,549,712,714,0,n04118538
n04118538\sketch_2.jpg,606,768,111,111,111,111,0,n04118538
n04118538\sketch_20.jpg,545,714,714,673,714,714,0,n04118538
n04118538\sketch_21.jpg,749,768,600,456,749,768,0,n04118538
n04118538\sketch_3.jpg,729,635,752,752,837,768,0,n04118538
n04118538\sketch_4.jpg,673,549,712,673,111,714,0,n04118538
n04118538\sketch_5.jpg,729,837,729,600,633,516,0,n04118538
n04118538\sketch_6.jpg,549,916,549,712,714,714,0,n04118538
n04118538\sketch_7.jpg,714,549,549,714,714,828,0,n04118538
n04118538\sketch_8.jpg,826,745,574,549,633,714,0,n04118538
n04118538\sketch_9.jpg,714,549,714,714,714,714,0,n04118538
n04118538\toy_0.jpg,638,842,445,655,638,842,1,n04118538
n04118538\videogame_0.jpg,768,768,768,768,768,416,1,n04118538
n04118538\videogame_1.jpg,768,890,768,768,768,417,1,n04118538
n04118538\videogame_10.jpg,671,981,852,752,639,805,0,n04118538
n04118538\videogame_11.jpg,602,752,807,807,580,595,1,n04118538
n04118538\videogame_12.jpg,892,420,577,583,577,496,1,n04118538
n04118538\videogame_13.jpg,430,416,615,610,917,916,0,n04118538
n04118538\videogame_14.jpg,768,768,768,450,450,768,1,n04118538
n04118538\videogame_2.jpg,768,768,768,768,768,405,0,n04118538
n04118538\videogame_3.jpg,477,477,477,886,781,477,1,n04118538
n04118538\videogame_4.jpg,916,781,916,916,916,916,1,n04118538
n04118538\videogame_5.jpg,768,430,768,430,430,917,1,n04118538
n04118538\videogame_6.jpg,890,752,733,752,733,522,1,n04118538
n04118538\videogame_7.jpg,917,692,746,746,917,419,1,n04118538
n04118538\videogame_8.jpg,774,502,5,860,774,642,1,n04118538
n04118538\videogame_9.jpg,723,723,641,723,723,443,0,n04118538
n04133789\art_0.jpg,111,111,883,514,111,679,0,n04133789
n04133789\art_1.jpg,708,456,146,51,749,21,1,n04133789
n04133789\art_2.jpg,917,917,917,917,917,917,1,n04133789
n04133789\art_3.jpg,700,961,708,700,514,930,0,n04133789
n04133789\art_4.jpg,103,636,630,549,549,728,0,n04133789
n04133789\art_5.jpg,752,752,981,543,752,543,0,n04133789
n04133789\art_6.jpg,770,770,549,443,770,897,0,n04133789
n04133789\art_7.jpg,418,591,610,549,721,591,1,n04133789
n04133789\art_8.jpg,643,111,458,458,458,458,1,n04133789
n04133789\art_9.jpg,721,549,610,549,549,591,0,n04133789
n04133789\cartoon_0.jpg,774,774,774,774,774,774,0,n04133789
n04133789\cartoon_1.jpg,559,559,75,600,600,600,1,n04133789
n04133789\cartoon_10.jpg,774,774,774,837,774,606,0,n04133789
n04133789\cartoon_11.jpg,795,641,641,693,641,641,0,n04133789
n04133789\cartoon_12.jpg,774,774,774,837,774,692,0,n04133789
n04133789\cartoon_13.jpg,481,111,111,549,111,679,1,n04133789
n04133789\cartoon_14.jpg,606,606,714,714,714,623,0,n04133789
n04133789\cartoon_15.jpg,774,774,774,774,917,774,0,n04133789
n04133789\cartoon_16.jpg,774,774,774,774,774,774,0,n04133789
n04133789\cartoon_17.jpg,700,916,868,549,549,921,0,n04133789
n04133789\cartoon_18.jpg,917,626,917,917,917,626,0,n04133789
n04133789\cartoon_19.jpg,774,774,916,566,916,513,0,n04133789
n04133789\cartoon_2.jpg,868,549,549,549,549,549,0,n04133789
n04133789\cartoon_20.jpg,774,584,502,767,774,641,0,n04133789
n04133789\cartoon_21.jpg,774,774,774,774,774,774,1,n04133789
n04133789\cartoon_22.jpg,774,774,774,774,774,691,0,n04133789
n04133789\cartoon_23.jpg,549,921,921,921,921,549,0,n04133789
n04133789\cartoon_24.jpg,767,111,772,111,111,549,0,n04133789
n04133789\cartoon_25.jpg,419,529,846,917,572,916,1,n04133789
n04133789\cartoon_26.jpg,868,464,765,464,765,676,0,n04133789
n04133789\cartoon_27.jpg,700,549,107,111,921,549,0,n04133789
n04133789\cartoon_3.jpg,539,692,921,726,692,606,1,n04133789
n04133789\cartoon_4.jpg,549,549,549,549,549,921,1,n04133789
n04133789\cartoon_5.jpg,700,626,626,600,626,626,1,n04133789
n04133789\cartoon_6.jpg,917,917,917,917,917,917,1,n04133789
n04133789\cartoon_7.jpg,774,714,774,746,774,714,1,n04133789
n04133789\cartoon_8.jpg,767,626,767,549,549,626,0,n04133789
n04133789\cartoon_9.jpg,566,566,774,774,774,584,1,n04133789
n04133789\deviantart_0.jpg,917,917,917,917,917,796,1,n04133789
n04133789\deviantart_1.jpg,917,917,917,917,476,443,1,n04133789
n04133789\embroidery_0.jpg,419,419,419,774,502,917,1,n04133789
n04133789\graffiti_0.jpg,696,749,562,879,616,749,1,n04133789
n04133789\graphic_0.jpg,599,599,805,774,805,443,1,n04133789
n04133789\graphic_1.jpg,614,614,796,614,614,614,0,n04133789
n04133789\graphic_2.jpg,774,514,459,459,443,443,1,n04133789
n04133789\misc_0.jpg,673,502,502,774,502,502,1,n04133789
n04133789\misc_1.jpg,723,549,773,584,723,709,0,n04133789
n04133789\misc_2.jpg,774,772,774,801,774,58,0,n04133789
n04133789\misc_3.jpg,539,556,599,611,741,998,1,n04133789
n04133789\painting_0.jpg,414,476,591,591,611,611,0,n04133789
n04133789\painting_1.jpg,774,514,459,643,774,641,1,n04133789
n04133789\painting_2.jpg,584,680,855,584,71,770,0,n04133789
n04133789\painting_3.jpg,774,714,514,774,774,770,0,n04133789
n04133789\painting_4.jpg,774,774,774,774,774,772,1,n04133789
n04133789\painting_5.jpg,863,428,863,492,469,863,1,n04133789
n04133789\painting_6.jpg,464,584,714,714,714,723,1,n04133789
n04133789\painting_7.jpg,921,608,921,610,608,921,1,n04133789
n04133789\painting_8.jpg,984,664,782,664,107,782,0,n04133789
n04133789\sculpture_0.jpg,774,461,774,774,774,774,1,n04133789
n04133789\sculpture_1.jpg,774,514,514,514,514,936,0,n04133789
n04133789\sculpture_2.jpg,770,49,69,770,69,840,0,n04133789
n04133789\sculpture_3.jpg,514,514,514,514,514,514,1,n04133789
n04133789\sculpture_4.jpg,708,708,708,708,708,708,0,n04133789
n04133789\sketch_0.jpg,559,729,549,584,549,584,0,n04133789
n04133789\sketch_1.jpg,600,916,650,111,650,828,1,n04133789
n04133789\sketch_10.jpg,679,600,523,600,600,600,0,n04133789
n04133789\sketch_11.jpg,714,549,549,549,714,584,0,n04133789
n04133789\sketch_12.jpg,729,916,600,584,549,549,0,n04133789
n04133789\sketch_13.jpg,600,774,765,616,650,772,1,n04133789
n04133789\sketch_14.jpg,600,600,600,456,679,673,0,n04133789
n04133789\sketch_15.jpg,610,584,584,584,584,584,0,n04133789
n04133789\sketch_16.jpg,729,916,600,456,549,549,0,n04133789
n04133789\sketch_17.jpg,559,729,600,600,772,549,0,n04133789
n04133789\sketch_18.jpg,828,774,916,916,823,566,0,n04133789
n04133789\sketch_19.jpg,765,600,765,600,765,772,0,n04133789
n04133789\sketch_2.jpg,826,823,600,600,560,600,1,n04133789
n04133789\sketch_20.jpg,402,596,464,502,774,828,0,n04133789
n04133789\sketch_21.jpg,729,584,584,584,584,584,0,n04133789
n04133789\sketch_22.jpg,729,549,584,600,772,549,0,n04133789
n04133789\sketch_3.jpg,600,902,772,600,600,772,0,n04133789
n04133789\sketch_4.jpg,549,916,549,600,111,549,1,n04133789
n04133789\sketch_5.jpg,729,916,916,600,772,549,0,n04133789
n04133789\sketch_6.jpg,559,584,600,566,765,772,1,n04133789
n04133789\sketch_7.jpg,729,868,679,545,765,559,0,n04133789
n04133789\sketch_8.jpg,600,584,584,600,772,828,0,n04133789
n04133789\sketch_9.jpg,774,774,774,774,774,774,0,n04133789
n04133789\toy_0.jpg,687,699,470,483,716,483,0,n04133789
n04133789\videogame_0.jpg,477,477,477,886,781,477,1,n04133789
n04133789\videogame_1.jpg,774,502,5,860,774,642,1,n04133789
n04133789\videogame_2.jpg,723,723,641,723,723,443,0,n04133789
n04133789\videogame_3.jpg,892,420,577,583,577,496,1,n04133789
n04141076\art_0.jpg,851,598,526,492,598,548,0,n04141076
n04141076\art_1.jpg,776,776,776,776,776,983,0,n04141076
n04141076\art_10.jpg,611,611,611,611,611,611,0,n04141076
n04141076\art_11.jpg,611,611,572,861,572,773,1,n04141076
n04141076\art_12.jpg,619,517,584,619,863,781,1,n04141076
n04141076\art_13.jpg,562,778,562,650,562,546,0,n04141076
n04141076\art_14.jpg,377,556,374,643,377,123,0,n04141076
n04141076\art_2.jpg,776,776,776,566,316,721,0,n04141076
n04141076\art_3.jpg,999,921,921,549,921,921,0,n04141076
n04141076\art_4.jpg,696,725,71,911,591,911,0,n04141076
n04141076\art_5.jpg,794,692,917,917,921,922,1,n04141076
n04141076\art_6.jpg,556,917,917,921,619,643,1,n04141076
n04141076\art_7.jpg,584,584,587,473,774,761,1,n04141076
n04141076\art_8.jpg,893,729,723,755,770,723,1,n04141076
n04141076\art_9.jpg,893,692,921,921,921,868,0,n04141076
n04141076\cartoon_0.jpg,772,610,772,549,868,549,1,n04141076
n04141076\cartoon_1.jpg,917,808,917,417,611,711,1,n04141076
n04141076\cartoon_10.jpg,776,714,917,772,917,513,0,n04141076
n04141076\cartoon_11.jpg,776,776,776,776,776,488,0,n04141076
n04141076\cartoon_12.jpg,921,917,921,917,921,917,1,n04141076
n04141076\cartoon_13.jpg,546,512,524,600,870,546,1,n04141076
n04141076\cartoon_14.jpg,776,795,638,735,584,584,0,n04141076
n04141076\cartoon_15.jpg,917,714,917,546,611,776,0,n04141076
n04141076\cartoon_16.jpg,917,917,917,917,917,917,0,n04141076
n04141076\cartoon_17.jpg,921,549,549,313,549,549,0,n04141076
n04141076\cartoon_18.jpg,776,776,776,776,776,443,0,n04141076
n04141076\cartoon_19.jpg,917,546,917,546,546,917,0,n04141076
n04141076\cartoon_2.jpg,776,917,776,650,875,917,0,n04141076
n04141076\cartoon_20.jpg,776,776,776,111,776,776,0,n04141076
n04141076\cartoon_21.jpg,776,776,776,776,594,488,0,n04141076
n04141076\cartoon_22.jpg,549,549,549,549,549,512,0,n04141076
n04141076\cartoon_23.jpg,613,613,613,774,584,486,1,n04141076
n04141076\cartoon_24.jpg,921,921,921,921,921,589,1,n04141076
n04141076\cartoon_25.jpg,917,600,600,600,512,836,0,n04141076
n04141076\cartoon_26.jpg,600,513,677,772,683,772,1,n04141076
n04141076\cartoon_27.jpg,776,776,776,776,776,776,0,n04141076
n04141076\cartoon_28.jpg,917,917,917,638,917,892,1,n04141076
n04141076\cartoon_29.jpg,506,714,917,714,676,584,1,n04141076
n04141076\cartoon_3.jpg,549,549,549,921,549,600,1,n04141076
n04141076\cartoon_30.jpg,678,546,678,558,678,795,0,n04141076
n04141076\cartoon_31.jpg,889,546,889,889,611,512,1,n04141076
n04141076\cartoon_32.jpg,917,776,446,456,549,691,0,n04141076
n04141076\cartoon_33.jpg,921,513,446,446,549,513,0,n04141076
n04141076\cartoon_34.jpg,882,482,800,776,707,672,0,n04141076
n04141076\cartoon_35.jpg,600,868,917,446,600,488,0,n04141076
n04141076\cartoon_36.jpg,776,691,728,879,696,691,0,n04141076
n04141076\cartoon_37.jpg,917,917,776,917,512,917,0,n04141076
n04141076\cartoon_38.jpg,794,504,917,917,794,865,1,n04141076
n04141076\cartoon_39.jpg,512,618,776,512,776,512,0,n04141076
n04141076\cartoon_4.jpg,917,917,917,917,917,917,1,n04141076
n04141076\cartoon_40.jpg,721,591,917,591,794,917,0,n04141076
n04141076\cartoon_41.jpg,917,917,917,917,917,917,1,n04141076
n04141076\cartoon_42.jpg,680,719,443,443,710,414,0,n04141076
n04141076\cartoon_43.jpg,917,917,600,892,917,513,1,n04141076
n04141076\cartoon_44.jpg,476,917,917,643,591,917,1,n04141076
n04141076\cartoon_45.jpg,763,763,763,830,772,758,1,n04141076
n04141076\cartoon_46.jpg,917,819,917,917,819,61,1,n04141076
n04141076\cartoon_47.jpg,610,610,610,610,610,111,0,n04141076
n04141076\cartoon_48.jpg,411,584,917,584,714,746,1,n04141076
n04141076\cartoon_49.jpg,107,111,610,549,549,549,1,n04141076
n04141076\cartoon_5.jpg,600,729,765,600,772,512,0,n04141076
n04141076\cartoon_50.jpg,559,875,917,456,875,795,1,n04141076
n04141076\cartoon_51.jpg,917,546,917,917,917,613,0,n04141076
n04141076\cartoon_52.jpg,746,917,746,402,791,870,0,n04141076
n04141076\cartoon_53.jpg,650,650,650,600,650,512,0,n04141076
n04141076\cartoon_54.jpg,883,566,691,749,691,691,1,n04141076
n04141076\cartoon_55.jpg,549,549,549,446,549,917,0,n04141076
n04141076\cartoon_56.jpg,676,111,644,728,111,512,0,n04141076
n04141076\cartoon_57.jpg,692,692,692,709,692,921,1,n04141076
n04141076\cartoon_58.jpg,917,725,846,861,917,679,1,n04141076
n04141076\cartoon_59.jpg,591,917,917,917,917,591,1,n04141076
n04141076\cartoon_6.jpg,921,917,772,556,600,584,0,n04141076
n04141076\cartoon_60.jpg,776,776,776,917,513,772,0,n04141076
n04141076\cartoon_61.jpg,921,921,921,921,921,591,0,n04141076
n04141076\cartoon_62.jpg,917,692,794,921,794,446,0,n04141076
n04141076\cartoon_63.jpg,488,488,111,446,111,968,1,n04141076
n04141076\cartoon_64.jpg,999,714,610,481,600,600,0,n04141076
n04141076\cartoon_65.jpg,917,917,917,917,917,611,0,n04141076
n04141076\cartoon_7.jpg,433,917,451,541,433,892,1,n04141076
n04141076\cartoon_8.jpg,899,512,613,968,545,710,0,n04141076
n04141076\cartoon_9.jpg,917,776,776,776,917,513,1,n04141076
n04141076\deviantart_0.jpg,776,776,776,776,776,887,0,n04141076
n04141076\deviantart_1.jpg,776,776,512,776,513,597,0,n04141076
n04141076\deviantart_10.jpg,776,546,512,777,776,600,1,n04141076
n04141076\deviantart_11.jpg,776,776,776,776,776,448,0,n04141076
n04141076\deviantart_12.jpg,776,776,776,776,776,857,0,n04141076
n04141076\deviantart_13.jpg,917,735,611,973,911,509,0,n04141076
n04141076\deviantart_14.jpg,788,751,831,408,579,790,1,n04141076
n04141076\deviantart_15.jpg,704,862,417,417,417,642,0,n04141076
n04141076\deviantart_16.jpg,777,776,777,399,512,399,1,n04141076
n04141076\deviantart_17.jpg,776,776,776,776,776,88,0,n04141076
n04141076\deviantart_18.jpg,776,776,776,776,776,776,0,n04141076
n04141076\deviantart_19.jpg,549,446,611,600,611,776,1,n04141076
n04141076\deviantart_2.jpg,776,776,917,776,917,795,1,n04141076
n04141076\deviantart_20.jpg,594,875,594,514,594,747,1,n04141076
n04141076\deviantart_21.jpg,728,970,776,793,795,807,0,n04141076
n04141076\deviantart_22.jpg,446,892,684,409,443,607,1,n04141076
n04141076\deviantart_23.jpg,776,683,776,512,776,776,1,n04141076
n04141076\deviantart_24.jpg,610,111,610,399,111,685,0,n04141076
n04141076\deviantart_25.jpg,776,776,558,776,513,533,0,n04141076
n04141076\deviantart_26.jpg,432,776,776,513,432,587,0,n04141076
n04141076\deviantart_27.jpg,774,774,774,774,502,805,0,n04141076
n04141076\deviantart_28.jpg,776,776,776,776,917,776,0,n04141076
n04141076\deviantart_29.jpg,584,584,954,584,584,584,0,n04141076
n04141076\deviantart_3.jpg,776,776,776,776,776,697,0,n04141076
n04141076\deviantart_30.jpg,728,911,917,552,1,1,0,n04141076
n04141076\deviantart_31.jpg,776,776,776,776,776,776,0,n04141076
n04141076\deviantart_32.jpg,917,917,916,917,917,772,1,n04141076
n04141076\deviantart_4.jpg,917,917,917,643,670,752,1,n04141076
n04141076\deviantart_5.jpg,819,419,638,733,819,441,1,n04141076
n04141076\deviantart_6.jpg,776,635,917,420,917,426,0,n04141076
n04141076\deviantart_7.jpg,776,776,776,776,776,776,0,n04141076
n04141076\deviantart_8.jpg,147,983,983,983,983,983,0,n04141076
n04141076\deviantart_9.jpg,767,776,556,600,556,549,0,n04141076
n04141076\embroidery_0.jpg,700,111,591,600,591,591,0,n04141076
n04141076\graffiti_0.jpg,835,4,445,921,413,539,1,n04141076
n04141076\graffiti_1.jpg,424,781,424,424,917,877,1,n04141076
n04141076\graffiti_2.jpg,917,917,917,917,917,611,0,n04141076
n04141076\graffiti_3.jpg,921,499,637,478,539,591,1,n04141076
n04141076\graffiti_4.jpg,565,565,556,565,917,822,1,n04141076
n04141076\graffiti_5.jpg,424,917,454,509,582,421,1,n04141076
n04141076\graphic_0.jpg,917,767,917,591,917,746,1,n04141076
n04141076\misc_0.jpg,902,613,417,613,613,723,0,n04141076
n04141076\misc_1.jpg,776,761,776,546,597,61,0,n04141076
n04141076\misc_2.jpg,447,767,589,870,902,115,1,n04141076
n04141076\misc_3.jpg,872,872,850,719,804,850,0,n04141076
n04141076\misc_4.jpg,502,502,684,502,502,942,1,n04141076
n04141076\misc_5.jpg,549,611,725,917,549,611,1,n04141076
n04141076\origami_0.jpg,71,676,456,546,456,594,1,n04141076
n04141076\origami_1.jpg,728,728,728,452,529,813,1,n04141076
n04141076\origami_2.jpg,617,708,452,749,452,572,0,n04141076
n04141076\origami_3.jpg,748,767,636,636,666,749,1,n04141076
n04141076\painting_0.jpg,921,591,591,921,741,591,1,n04141076
n04141076\painting_1.jpg,781,781,781,781,781,781,1,n04141076
n04141076\painting_10.jpg,868,800,917,921,868,794,0,n04141076
n04141076\painting_11.jpg,868,683,776,787,776,723,0,n04141076
n04141076\painting_12.jpg,917,917,917,889,917,889,1,n04141076
n04141076\painting_13.jpg,111,111,111,107,111,111,1,n04141076
n04141076\painting_14.jpg,849,721,883,502,611,435,0,n04141076
n04141076\painting_15.jpg,776,776,776,787,776,723,0,n04141076
n04141076\painting_16.jpg,776,776,776,776,776,776,0,n04141076
n04141076\painting_17.jpg,776,124,875,107,126,397,0,n04141076
n04141076\painting_18.jpg,562,562,562,562,572,771,0,n04141076
n04141076\painting_19.jpg,496,496,636,591,591,748,1,n04141076
n04141076\painting_2.jpg,776,776,776,917,776,118,0,n04141076
n04141076\painting_20.jpg,611,79,868,611,58,69,0,n04141076
n04141076\painting_21.jpg,917,917,917,917,917,643,1,n04141076
n04141076\painting_22.jpg,776,776,584,980,776,776,0,n04141076
n04141076\painting_23.jpg,701,584,584,701,795,418,0,n04141076
n04141076\painting_24.jpg,643,973,121,108,1,122,0,n04141076
n04141076\painting_25.jpg,776,515,776,515,776,420,0,n04141076
n04141076\painting_26.jpg,696,776,696,868,107,88,0,n04141076
n04141076\painting_27.jpg,875,875,776,862,432,546,0,n04141076
n04141076\painting_28.jpg,776,776,524,863,514,410,0,n04141076
n04141076\painting_29.jpg,107,111,111,111,111,464,0,n04141076
n04141076\painting_3.jpg,921,620,664,412,664,412,1,n04141076
n04141076\painting_30.jpg,917,917,917,917,917,917,0,n04141076
n04141076\painting_31.jpg,611,917,917,917,917,502,0,n04141076
n04141076\painting_32.jpg,776,578,614,887,614,887,0,n04141076
n04141076\painting_33.jpg,643,857,643,857,787,415,1,n04141076
n04141076\painting_34.jpg,776,776,776,643,776,476,0,n04141076
n04141076\painting_35.jpg,776,776,776,776,776,776,0,n04141076
n04141076\painting_36.jpg,904,664,904,799,799,916,1,n04141076
n04141076\painting_37.jpg,776,776,776,776,776,697,0,n04141076
n04141076\painting_38.jpg,776,868,868,868,692,721,0,n04141076
n04141076\painting_39.jpg,611,62,879,611,62,124,1,n04141076
n04141076\painting_4.jpg,660,660,660,660,660,569,0,n04141076
n04141076\painting_40.jpg,776,541,546,546,546,476,0,n04141076
n04141076\painting_41.jpg,696,111,565,794,868,892,1,n04141076
n04141076\painting_42.jpg,696,767,868,795,549,795,0,n04141076
n04141076\painting_43.jpg,776,558,776,461,921,451,1,n04141076
n04141076\painting_44.jpg,565,498,565,835,565,752,1,n04141076
n04141076\painting_45.jpg,110,79,124,125,79,616,0,n04141076
n04141076\painting_46.jpg,776,776,776,456,432,456,1,n04141076
n04141076\painting_47.jpg,917,917,917,917,917,917,1,n04141076
n04141076\painting_48.jpg,776,776,683,776,889,921,0,n04141076
n04141076\painting_49.jpg,518,455,607,883,607,746,0,n04141076
n04141076\painting_5.jpg,921,611,921,921,611,539,1,n04141076
n04141076\painting_50.jpg,776,683,776,776,776,446,0,n04141076
n04141076\painting_51.jpg,776,776,776,776,776,854,0,n04141076
n04141076\painting_52.jpg,921,413,921,413,921,652,0,n04141076
n04141076\painting_6.jpg,776,767,767,902,456,456,0,n04141076
n04141076\painting_7.jpg,454,454,458,860,439,707,1,n04141076
n04141076\painting_8.jpg,776,401,776,699,776,597,0,n04141076
n04141076\painting_9.jpg,776,776,701,701,701,917,1,n04141076
n04141076\sculpture_0.jpg,562,899,725,562,708,251,1,n04141076
n04141076\sculpture_1.jpg,708,496,835,708,708,448,1,n04141076
n04141076\sculpture_10.jpg,776,684,708,513,476,763,0,n04141076
n04141076\sculpture_11.jpg,776,776,776,776,835,776,0,n04141076
n04141076\sculpture_12.jpg,708,728,412,458,728,708,1,n04141076
n04141076\sculpture_13.jpg,562,467,728,562,971,51,1,n04141076
n04141076\sculpture_14.jpg,303,307,42,307,600,512,0,n04141076
n04141076\sculpture_15.jpg,954,491,701,600,611,701,0,n04141076
n04141076\sculpture_16.jpg,456,676,512,889,600,708,1,n04141076
n04141076\sculpture_17.jpg,731,600,641,843,611,720,0,n04141076
n04141076\sculpture_18.jpg,572,971,470,695,572,783,1,n04141076
n04141076\sculpture_19.jpg,546,870,865,491,870,476,1,n04141076
n04141076\sculpture_2.jpg,600,315,677,677,315,512,0,n04141076
n04141076\sculpture_20.jpg,791,17,600,791,791,88,0,n04141076
n04141076\sculpture_21.jpg,422,863,842,587,708,708,0,n04141076
n04141076\sculpture_22.jpg,711,711,636,606,636,711,0,n04141076
n04141076\sculpture_23.jpg,673,688,688,626,530,673,0,n04141076
n04141076\sculpture_24.jpg,775,913,863,50,835,517,1,n04141076
n04141076\sculpture_25.jpg,708,708,708,708,708,471,1,n04141076
n04141076\sculpture_26.jpg,835,132,835,772,835,134,1,n04141076
n04141076\sculpture_27.jpg,708,87,456,87,51,561,1,n04141076
n04141076\sculpture_28.jpg,501,51,850,728,692,443,0,n04141076
n04141076\sculpture_3.jpg,898,775,898,883,883,863,1,n04141076
n04141076\sculpture_4.jpg,327,327,327,327,327,121,0,n04141076
n04141076\sculpture_5.jpg,919,870,772,843,600,765,0,n04141076
