Item,Answer_resnet18,Answer_resnet34,Answer_resnet50,Answer_resnet101,Answer_resnet152,Answer_densenet121,Answer_densenet161,Answer_densenet169,Answer_densenet201,Answer_efficientnet_b0,Answer_efficientnet_b1,Answer_efficientnet_b2,Answer_efficientnet_b3,Answer_efficientnet_b4,Answer_vgg11,Answer_vgg13,Answer_vgg16,Answer_vgg19,Answer_mobilenet_v2,Answer_mobilenet_v3_large,Answer_mobilenet_v3_small,Answer_alexnet,Answer_shufflenet_v2_x0_5,Answer_shufflenet_v2_x1_0,Answer_squeezenet1_0,Answer_squeezenet1_1,Answer_inception_v3,True Label
n04399382\0.003666_forklift _ forklift_0.6390041.jpg,guillotine,guillotine,guillotine,garbage truck,forklift,guillotine,half track,forklift,garbage truck,forklift,forklift,forklift,forklift,garbage truck,guillotine,bow,guillotine,guillotine,guillotine,guillotine,pay-phone,safe,traffic light,guillotine,guillotine,traffic light,pay-phone,forklift 
n04399382\0.003735_lynx _ acoustic guitar_0.79811907.jpg,prison,prison,Angora,guenon,Airedale,prison,snow leopard,teddy,cougar,cougar,Bedlington terrier,Bedlington terrier,Bedlington terrier,teddy,capuchin,gibbon,lynx,cougar,capuchin,cougar,lynx,prison,gibbon,prison,prison,prison,cougar,lynx 
n04399382\0.003959_bubble _ bubble_0.31287095.jpg,sunglasses,sunglass,bonnet,sunglass,shower cap,sunglass,sunglass,sunglass,sunglass,bonnet,conch,plastic bag,bonnet,jellyfish,snorkel,bathing cap,bathing cap,bathing cap,bonnet,snorkel,snorkel,snorkel,neck brace,bonnet,bathing cap,bathing cap,paper towel,bubble 
n04399382\0.004038_volcano _ volcano_0.53165776.jpg,volcano,volcano,megalith,seashore,valley,megalith,megalith,megalith,volcano,volcano,knot,seashore,megalith,seashore,volcano,megalith,megalith,megalith,seashore,volcano,leatherback turtle,volcano,volcano,balloon,seashore,hippopotamus,volcano,volcano 
n04399382\0.004342_cowboy boot _ cowboy boot_0.67713964.jpg,overskirt,miniskirt,poncho,hoopskirt,overskirt,lab coat,overskirt,trench coat,overskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,feather boa,miniskirt,overskirt,gown,hoopskirt,lab coat,cowboy boot 
n04399382\0.004523_hair dryer _ maraca_0.544996.jpg,brassiere,bathtub,teddy,teddy,teddy,bathtub,violin,ocarina,hair spray,teddy,violin,cello,cello,teddy,syringe,hair spray,brassiere,bathtub,bikini,harp,brassiere,hand-held computer,brassiere,brassiere,maillot,stethoscope,hair spray,hair dryer 
n04399382\0.004747_Chihuahua _ Chihuahua_0.5425046.jpg,Pembroke,vizsla,vizsla,vizsla,vizsla,partridge,ram,vizsla,vizsla,vizsla,vizsla,vizsla,mushroom,greenhouse,vizsla,bolete,wood rabbit,earthstar,vizsla,dhole,bolete,vizsla,proboscis monkey,proboscis monkey,mushroom,proboscis monkey,vizsla,Chihuahua 
n04399382\0.006783_parking meter _ fountain_0.44861174.jpg,crutch,crutch,sunglass,park bench,water bottle,tricycle,spotlight,crutch,totem pole,neck brace,tricycle,unicycle,torch,chain mail,lakeside,torch,pole,pole,water bottle,coho,unicycle,geyser,cliff,lakeside,mosque,lakeside,spotlight,parking meter 
n04399382\0.007813_pug _ pug_0.3730345.jpg,Bedlington terrier,seat belt,Weimaraner,Weimaraner,Weimaraner,seat belt,Weimaraner,Weimaraner,Great Pyrenees,toy poodle,kuvasz,seat belt,toy poodle,standard poodle,Great Pyrenees,Weimaraner,Bedlington terrier,Great Pyrenees,seat belt,car mirror,beer glass,four-poster,seat belt,Bedlington terrier,Bedlington terrier,Great Pyrenees,limousine,pug 
n04399382\0.008414_limousine _ limousine_0.77716756.jpg,grille,crash helmet,odometer,cab,odometer,traffic light,car wheel,car mirror,odometer,car mirror,analog clock,odometer,odometer,tow truck,car mirror,car mirror,racer,limousine,odometer,car mirror,racer,limousine,crash helmet,moped,racer,car wheel,racer,limousine 
n04399382\0.008433_torch _ torch_0.1376886.jpg,toyshop,ping-pong ball,toyshop,toyshop,toyshop,jersey,confectionery,toyshop,umbrella,pinwheel,toyshop,toyshop,bathing cap,toyshop,groom,pinwheel,groom,groom,toyshop,bathing cap,toyshop,ping-pong ball,bow tie,ping-pong ball,ping-pong ball,groom,confectionery,torch 
n04399382\0.008448_cradle _ pug_0.09733206.jpg,washbasin,guillotine,guillotine,schipperke,Persian cat,three-toed sloth,dishwasher,schipperke,schipperke,window screen,Chesapeake Bay retriever,tabby,Egyptian cat,Chesapeake Bay retriever,giant schnauzer,schipperke,tabby,guillotine,schipperke,Egyptian cat,paper towel,Newfoundland,miniature pinscher,paper towel,schipperke,pedestal,mousetrap,cradle 
n04399382\0.009143_golf cart _ tricycle_0.48883545.jpg,cannon,tricycle,ashcan,lawn mower,half track,motor scooter,motor scooter,clog,clog,tricycle,tricycle,golfcart,golfcart,golfcart,ox,ox,lawn mower,lawn mower,motor scooter,tricycle,tricycle,ocarina,tricycle,lawn mower,sulphur-crested cockatoo,disk brake,golfcart,golf cart 
n04442312\0.000000_torch _ torch_0.99968445.jpg,torch,torch,torch,torch,torch,torch,torch,torch,torch,torch,torch,torch,torch,torch,torch,torch,torch,torch,torch,torch,torch,torch,chain,torch,torch,torch,torch,torch 
n04442312\0.000150_hair dryer _ hair dryer_0.9947983.jpg,stethoscope,hand blower,hair spray,hand blower,hand blower,hand blower,hand blower,hand blower,hand blower,hand blower,hand blower,hand blower,hand blower,hand blower,hair spray,hand blower,apron,hand blower,hair spray,hand blower,bow,hand blower,hair spray,hand blower,brassiere,pajama,carton,hair dryer 
n04442312\0.000182_wheelbarrow _ wheelbarrow_0.81200516.jpg,lawn mower,barrow,lawn mower,apiary,lawn mower,lawn mower,croquet ball,barrow,lawn mower,barrow,lawn mower,barrow,padlock,lawn mower,croquet ball,croquet ball,barrow,thresher,croquet ball,lawn mower,apiary,barrow,lawn mower,barrow,barrow,barrow,lawn mower,wheelbarrow 
n04442312\0.000222_quill _ torch_0.29052648.jpg,submarine,fireboat,swab,fireboat,cannon,fireboat,fireboat,fireboat,torch,fireboat,swab,fireboat,fireboat,fireboat,fireboat,fireboat,reel,fireboat,fireboat,swab,fireboat,car mirror,great white shark,drumstick,reel,reel,fireboat,quill 
n04442312\0.001477_goblet _ goblet_0.4220171.jpg,cocktail shaker,plunger,bucket,plunger,plunger,coffeepot,plunger,cocktail shaker,plunger,cocktail shaker,plunger,plunger,plunger,plunger,cocktail shaker,bucket,bucket,cocktail shaker,cup,bucket,goblet,pitcher,bucket,ladle,steel drum,frying pan,bucket,goblet 
n04442312\0.001652_quill _ quill_0.8838337.jpg,quill,quill,quill,quill,matchstick,quill,padlock,paintbrush,quill,swab,matchstick,paintbrush,quill,cannon,quill,space shuttle,barrow,quill,feather boa,quill,quill,quill,quill,quill,wire-haired fox terrier,kuvasz,feather boa,quill 
n04442312\0.001690_washing machine _ washing machine_0.8494714.jpg,table lamp,notebook,dishwasher,dishwasher,toaster,dishwasher,dishwasher,dishwasher,dishwasher,dishwasher,dishwasher,washer,dishwasher,radiator,spotlight,notebook,doormat,spotlight,television,lampshade,television,spotlight,hourglass,television,television,seat belt,miniature pinscher,washing machine 
n04442312\0.001837_washing machine _ washing machine_0.9675069.jpg,dishwasher,dishwasher,dishwasher,dishwasher,dishwasher,washer,dishwasher,dishwasher,refrigerator,dishwasher,refrigerator,dishwasher,dishwasher,washer,washer,washer,refrigerator,dishwasher,refrigerator,dishwasher,washer,file,punching bag,refrigerator,vacuum,dishwasher,refrigerator,washing machine 
n04442312\0.001944_clothes iron _ clothes iron_0.64607984.jpg,bookshop,desk,desk,desk,desk,desk,desk,desk,desk,desk,desk,desk,desk,desk,desk,desk,desk,desk,desk,desk,desk,dining table,lab coat,desk,desk,desk,water bottle,clothes iron 
n04442312\0.001997_digital clock _ digital clock_0.31917548.jpg,digital clock,window shade,window shade,sliding door,window shade,window screen,window shade,window shade,window shade,prison,window shade,window shade,window shade,window screen,cash machine,sliding door,cinema,sliding door,window shade,window screen,cinema,barbershop,digital clock,digital clock,microwave,cash machine,sliding door,digital clock 
n04442312\0.002234_organ _ organ_0.77802175.jpg,altar,altar,forklift,forklift,guillotine,altar,altar,organ,shoe shop,altar,palace,palace,organ,shopping cart,organ,organ,desk,organ,altar,stove,altar,altar,altar,altar,triumphal arch,barbershop,plate rack,organ 
n04442312\0.003193_washing machine _ washing machine_0.9520285.jpg,cannon,washer,bucket,washer,washer,washer,washer,bucket,toaster,washer,bucket,plunger,washer,bucket,washer,washbasin,disk brake,disk brake,washer,washer,washer,disk brake,washer,washer,washer,washer,washer,washing machine 
n04442312\0.004155_grand piano _ grand piano_0.70241433.jpg,espresso,drumstick,grand piano,torch,torch,torch,grand piano,espresso,grand piano,hammer,espresso,caldron,espresso,grand piano,drum,steel drum,basketball,trombone,drumstick,torch,drumstick,bassoon,basketball,steel drum,torch,torch,torch,grand piano 
n04442312\0.004958_lighter _ lighter_0.95885366.jpg,menu,crossword puzzle,menu,book jacket,pretzel,web site,pill bottle,web site,book jacket,book jacket,menu,menu,menu,web site,web site,crossword puzzle,packet,crossword puzzle,menu,trilobite,packet,crossword puzzle,handkerchief,web site,crossword puzzle,crossword puzzle,muzzle,lighter 
n04442312\0.005481_shovel _ shovel_0.34908095.jpg,traffic light,pay-phone,traffic light,pay-phone,traffic light,traffic light,traffic light,traffic light,pay-phone,mailbox,apiary,traffic light,traffic light,mailbox,traffic light,mailbox,traffic light,traffic light,pay-phone,traffic light,traffic light,traffic light,traffic light,traffic light,traffic light,traffic light,pay-phone,shovel 
n04442312\0.005976_kimono _ feather boa_0.29145172.jpg,seat belt,groom,kimono,kimono,kimono,groom,groom,groom,kimono,lipstick,hair spray,lipstick,groom,kimono,bonnet,groom,stethoscope,bonnet,feather boa,kimono,groom,ice lolly,bathing cap,bonnet,bonnet,maraca,groom,kimono 
n04456115\0.000150_toaster _ toaster_0.43490133.jpg,cello,steel drum,butcher shop,restaurant,meat loaf,cello,refrigerator,steel drum,gas pump,tray,television,toaster,tray,wok,cello,slot,television,pool table,toaster,toaster,cello,bassoon,cello,cello,cello,flute,bassoon,toaster 
n04456115\0.000188_balloon _ balloon_0.88720804.jpg,balloon,pinwheel,pick,pick,confectionery,balloon,pinwheel,balloon,ice lolly,balloon,umbrella,balloon,balloon,balloon,balloon,pinwheel,pinwheel,pinwheel,umbrella,balloon,paintbrush,pinwheel,balloon,balloon,balloon,stretcher,pinwheel,balloon 
n04456115\0.000210_breastplate _ breastplate_0.7639561.jpg,pedestal,park bench,totem pole,pedestal,totem pole,totem pole,totem pole,shield,throne,stupa,totem pole,throne,throne,throne,oxcart,stupa,stupa,totem pole,totem pole,totem pole,totem pole,fountain,panpipe,Arabian camel,totem pole,stupa,swing,breastplate 
n04456115\0.000319_suspension bridge _ suspension bridge_0.91172874.jpg,suspension bridge,pier,barn,pier,pier,pier,church,pier,pier,pier,pier,pier,pier,pier,pier,suspension bridge,suspension bridge,suspension bridge,suspension bridge,suspension bridge,pier,fountain,barn,pier,church,church,pier,suspension bridge 
n04456115\0.000368_garbage truck _ garbage truck_0.95547587.jpg,recreational vehicle,garbage truck,recreational vehicle,recreational vehicle,recreational vehicle,trailer truck,garbage truck,garbage truck,garbage truck,garbage truck,recreational vehicle,recreational vehicle,garbage truck,garbage truck,garbage truck,garbage truck,garbage truck,garbage truck,jeep,jeep,snowplow,garbage truck,jeep,recreational vehicle,tow truck,tow truck,garbage truck,garbage truck 
n04456115\0.000497_wheelbarrow _ wheelbarrow_0.4290612.jpg,balloon,balloon,pick,pick,pick,bathing cap,pick,pick,pick,balloon,balloon,balloon,balloon,bathing cap,balloon,balloon,bucket,pinwheel,balloon,pinwheel,umbrella,pinwheel,balloon,bucket,bathing cap,balloon,ski,wheelbarrow 
n04456115\0.000514_syringe _ syringe_0.91688335.jpg,syringe,syringe,matchstick,syringe,matchstick,syringe,lighter,matchstick,matchstick,lighter,matchstick,matchstick,matchstick,matchstick,syringe,matchstick,syringe,syringe,syringe,safety pin,matchstick,matchstick,safety pin,syringe,violin,syringe,projectile,syringe 
n04456115\0.000558_fountain _ fountain_0.8565091.jpg,lakeside,suspension bridge,fountain,fountain,fountain,fountain,fountain,traffic light,palace,boathouse,fountain,fountain,fountain,fountain,boathouse,boathouse,boathouse,boathouse,lakeside,fountain,boathouse,pier,lakeside,boathouse,fountain,boathouse,fountain,fountain 
n04456115\0.000982_suspension bridge _ fountain_0.40101874.jpg,pier,pier,pier,lakeside,picket fence,pier,pier,pier,pier,pier,picket fence,pier,pier,pier,pier,picket fence,pier,lakeside,pier,pier,pier,pier,candle,pier,picket fence,accordion,picket fence,suspension bridge 
n04456115\0.001055_obelisk _ obelisk_0.31204504.jpg,totem pole,mailbox,planetarium,guillotine,greenhouse,brass,guillotine,scoreboard,greenhouse,street sign,guillotine,totem pole,prison,guillotine,street sign,guillotine,bell cote,street sign,guillotine,street sign,totem pole,birdhouse,pedestal,birdhouse,bell cote,totem pole,tobacco shop,obelisk 
n04456115\0.001068_fountain _ fountain_0.9091636.jpg,pedestal,pedestal,fountain,pedestal,pedestal,pedestal,pedestal,pedestal,pedestal,pedestal,pedestal,pedestal,pedestal,pedestal,cuirass,pedestal,pedestal,pedestal,cuirass,pedestal,pedestal,altar,throne,pedestal,cuirass,cuirass,altar,fountain 
n04456115\0.001771_fountain _ fountain_0.48916262.jpg,palace,pier,pier,pier,palace,pier,suspension bridge,pier,pier,lakeside,fountain,lakeside,pier,pier,palace,pier,pier,pier,palace,seashore,fountain,pier,traffic light,pier,pier,fountain,pier,fountain 
n04456115\0.002422_broom _ pelican_0.52192074.jpg,fountain,fountain,lakeside,lakeside,torch,fountain,fountain,valley,cliff,lakeside,lakeside,lakeside,lakeside,lakeside,thatch,thatch,thatch,lakeside,thatch,lakeside,toucan,fountain,thatch,thatch,greenhouse,thatch,banana,broom 
n04456115\0.002529_unicycle _ unicycle_0.35906994.jpg,bow,reel,crate,reel,power drill,unicycle,chain saw,crate,chain saw,crate,crate,crate,lumbermill,crate,apiary,chain saw,chain saw,unicycle,crate,crate,unicycle,rain barrel,flute,bow,chain saw,chain saw,coho,unicycle 
n04456115\0.002573_hair dryer _ envelope_0.34823084.jpg,book jacket,bassoon,book jacket,crutch,book jacket,book jacket,book jacket,book jacket,book jacket,book jacket,book jacket,book jacket,book jacket,book jacket,vestment,vestment,book jacket,book jacket,book jacket,banjo,book jacket,book jacket,bulletproof vest,book jacket,envelope,book jacket,syringe,hair dryer 
n04456115\0.002714_lighthouse _ lighthouse_0.9070593.jpg,beacon,beacon,beacon,drilling platform,drilling platform,beacon,beacon,drilling platform,beacon,seashore,beacon,beacon,beacon,beacon,drilling platform,beacon,beacon,beacon,beacon,beacon,beacon,beacon,beacon,beacon,beacon,beacon,parachute,lighthouse 
n04456115\0.002757_suspension bridge _ suspension bridge_0.5206765.jpg,pole,swing,swing,crane,torch,academic gown,swing,accordion,swing,swing,swing,torch,torch,torch,swing,traffic light,swing,guillotine,swing,accordion,traffic light,streetcar,street sign,accordion,pole,pole,swing,suspension bridge 
n04456115\0.003307_go-kart _ go-kart_0.37415358.jpg,go-kart,ski,comic book,mountain bike,mountain bike,scuba diver,torch,stage,torch,ski,torch,bow,torch,football helmet,ski,mountain bike,ski,ski,ski,go-kart,stage,stage,dome,mountain bike,stage,stage,torch,go-kart 
n04456115\0.003327_canoe _ canoe_0.6587954.jpg,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,seashore,lakeside,lakeside,canoe 
n04456115\0.003346_flagpole _ flagpole_0.80928427.jpg,scoreboard,scoreboard,flagpole,scoreboard,street sign,scoreboard,cinema,scoreboard,street sign,scoreboard,scoreboard,scoreboard,scoreboard,scoreboard,cinema,street sign,scoreboard,cinema,cinema,scoreboard,cinema,scoreboard,cinema,crane,crane,cinema,bobsled,flagpole 
n04456115\0.003589_digital clock _ digital clock_0.65115094.jpg,matchstick,spotlight,fire screen,jack-o'-lantern,space heater,digital clock,stove,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,stove,jack-o'-lantern,theater curtain,fire screen,fire screen,jack-o'-lantern,fire screen,fire screen,matchstick,candle,stove,jack-o'-lantern,candle,candle,spotlight,matchstick,jack-o'-lantern,digital clock 
n04456115\0.003930_mosque _ mosque_0.9072847.jpg,altar,palace,palace,palace,palace,palace,palace,palace,palace,palace,palace,palace,library,palace,altar,palace,altar,altar,palace,palace,vault,vault,altar,palace,palace,organ,vault,mosque 
n04456115\0.004664_crayfish _ crayfish_0.20417923.jpg,bakery,rotisserie,rotisserie,rotisserie,rotisserie,bakery,rotisserie,rotisserie,grocery store,stage,rotisserie,stage,confectionery,stage,butcher shop,butcher shop,stage,confectionery,grocery store,confectionery,toyshop,rotisserie,butcher shop,rotisserie,stage,stage,rotisserie,crayfish 
n04456115\0.007373_racket _ racket_0.86317086.jpg,pool table,racket,racket,moving van,racket,garbage truck,garbage truck,racket,pool table,swab,moving van,moving van,racket,balance beam,racket,bobsled,pool table,pool table,racket,moving van,moving van,balance beam,horizontal bar,stretcher,balance beam,apiary,moving van,racket 
n04482393\0.002256_broom _ broom_0.72236055.jpg,paddle,paddle,pole,stretcher,plunger,swab,pole,pole,swab,bow,swab,stretcher,stretcher,ski,drumstick,marimba,marimba,marimba,drumstick,parallel bars,stretcher,stretcher,drumstick,marimba,drumstick,drumstick,drumstick,broom 
n04482393\0.002814_golf cart _ golf cart_0.99068147.jpg,barrow,golfcart,golfcart,patio,patio,golfcart,golfcart,tricycle,tricycle,golfcart,golfcart,golfcart,patio,golfcart,golfcart,golfcart,golfcart,barrow,golfcart,golfcart,golfcart,golfcart,tricycle,tricycle,golfcart,golfcart,golfcart,golf cart 
n04482393\0.003252_golf cart _ golf cart_0.98952335.jpg,golfcart,lawn mower,lawn mower,lawn mower,lawn mower,swing,golfcart,golfcart,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,golfcart,golfcart,golfcart,golfcart,lawn mower,lawn mower,golfcart,safety pin,swing,mobile home,swing,golfcart,golfcart,golf cart 
