Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,True Label
n07614500\sketch_22.JPEG,572,572,572,572,572,572,n07614500
n07614500\sketch_23.JPEG,506,545,572,545,572,451,n07614500
n07614500\sketch_24.JPEG,928,968,928,944,928,715,n07614500
n07614500\sketch_25.JPEG,505,572,572,572,572,572,n07614500
n07614500\sketch_26.JPEG,549,916,600,916,512,700,n07614500
n07614500\sketch_27.JPEG,966,966,572,572,572,968,n07614500
n07614500\sketch_28.JPEG,503,503,572,968,572,968,n07614500
n07614500\sketch_29.JPEG,503,503,650,676,503,772,n07614500
n07614500\sketch_3.JPEG,902,503,862,883,883,559,n07614500
n07614500\sketch_30.JPEG,968,968,968,729,572,883,n07614500
n07614500\sketch_31.JPEG,549,611,600,600,729,729,n07614500
n07614500\sketch_32.JPEG,618,572,828,618,875,545,n07614500
n07614500\sketch_33.JPEG,572,968,572,572,572,572,n07614500
n07614500\sketch_34.JPEG,572,503,572,572,572,572,n07614500
n07614500\sketch_35.JPEG,600,916,916,600,549,600,n07614500
n07614500\sketch_36.JPEG,572,572,572,572,917,968,n07614500
n07614500\sketch_37.JPEG,549,633,600,600,488,600,n07614500
n07614500\sketch_38.JPEG,765,918,968,765,765,729,n07614500
n07614500\sketch_39.JPEG,463,960,659,506,463,828,n07614500
n07614500\sketch_4.JPEG,968,659,883,883,883,968,n07614500
n07614500\sketch_40.JPEG,988,929,600,883,828,772,n07614500
n07614500\sketch_41.JPEG,549,823,892,600,823,600,n07614500
n07614500\sketch_42.JPEG,503,73,674,559,650,772,n07614500
n07614500\sketch_43.JPEG,549,549,823,549,409,679,n07614500
n07614500\sketch_44.JPEG,714,714,556,714,640,729,n07614500
n07614500\sketch_45.JPEG,902,823,616,616,549,600,n07614500
n07614500\sketch_46.JPEG,572,572,572,572,968,635,n07614500
n07614500\sketch_47.JPEG,549,916,746,456,549,714,n07614500
n07614500\sketch_48.JPEG,572,572,572,572,572,968,n07614500
n07614500\sketch_49.JPEG,506,545,572,729,572,451,n07614500
n07614500\sketch_5.JPEG,549,611,600,600,729,729,n07614500
n07614500\sketch_50.JPEG,928,968,928,960,928,715,n07614500
n07614500\sketch_6.JPEG,618,512,828,772,875,545,n07614500
n07614500\sketch_7.JPEG,572,968,572,572,572,572,n07614500
n07614500\sketch_8.JPEG,572,969,572,846,572,572,n07614500
n07614500\sketch_9.JPEG,600,823,916,600,620,600,n07614500
n07615774\sketch_0.JPEG,487,772,875,772,875,823,n07615774
n07615774\sketch_1.JPEG,600,499,600,600,464,823,n07615774
n07615774\sketch_10.JPEG,559,464,765,772,729,513,n07615774
n07615774\sketch_11.JPEG,673,673,600,600,600,772,n07615774
n07615774\sketch_12.JPEG,600,600,823,600,823,823,n07615774
n07615774\sketch_13.JPEG,506,506,600,600,650,650,n07615774
n07615774\sketch_14.JPEG,600,772,600,600,600,600,n07615774
n07615774\sketch_15.JPEG,611,611,443,452,600,673,n07615774
n07615774\sketch_16.JPEG,790,545,545,662,650,650,n07615774
n07615774\sketch_17.JPEG,813,772,761,772,772,772,n07615774
n07615774\sketch_18.JPEG,549,916,600,600,823,600,n07615774
n07615774\sketch_19.JPEG,813,600,600,600,600,772,n07615774
n07615774\sketch_2.JPEG,600,772,600,600,600,772,n07615774
n07615774\sketch_20.JPEG,572,572,572,572,572,572,n07615774
n07615774\sketch_21.JPEG,729,647,729,772,859,769,n07615774
n07615774\sketch_22.JPEG,549,916,600,600,600,772,n07615774
n07615774\sketch_23.JPEG,600,600,859,600,549,772,n07615774
n07615774\sketch_24.JPEG,633,600,600,600,600,600,n07615774
n07615774\sketch_25.JPEG,792,813,813,597,461,464,n07615774
n07615774\sketch_26.JPEG,593,593,765,549,600,600,n07615774
n07615774\sketch_27.JPEG,487,813,772,714,549,409,n07615774
n07615774\sketch_28.JPEG,600,772,600,600,600,772,n07615774
n07615774\sketch_29.JPEG,626,772,600,772,549,772,n07615774
n07615774\sketch_3.JPEG,772,499,600,729,772,772,n07615774
n07615774\sketch_30.JPEG,813,813,813,600,813,772,n07615774
n07615774\sketch_31.JPEG,772,772,772,600,600,772,n07615774
n07615774\sketch_32.JPEG,772,772,600,772,772,600,n07615774
n07615774\sketch_33.JPEG,714,902,447,650,422,701,n07615774
n07615774\sketch_34.JPEG,411,516,411,443,411,516,n07615774
n07615774\sketch_35.JPEG,813,813,513,772,813,772,n07615774
n07615774\sketch_36.JPEG,875,875,875,432,875,902,n07615774
n07615774\sketch_37.JPEG,549,772,507,714,859,772,n07615774
n07615774\sketch_38.JPEG,549,549,549,549,549,549,n07615774
n07615774\sketch_39.JPEG,549,680,761,111,443,673,n07615774
n07615774\sketch_4.JPEG,419,828,443,828,443,488,n07615774
n07615774\sketch_40.JPEG,559,443,813,559,834,516,n07615774
n07615774\sketch_41.JPEG,772,600,772,600,772,772,n07615774
n07615774\sketch_42.JPEG,487,772,772,772,875,823,n07615774
n07615774\sketch_43.JPEG,600,714,600,600,823,826,n07615774
n07615774\sketch_44.JPEG,600,772,600,600,600,772,n07615774
n07615774\sketch_45.JPEG,70,499,772,772,772,772,n07615774
n07615774\sketch_46.JPEG,828,828,443,714,443,772,n07615774
n07615774\sketch_47.JPEG,600,499,714,600,826,826,n07615774
n07615774\sketch_48.JPEG,606,545,765,840,650,791,n07615774
n07615774\sketch_49.JPEG,902,600,823,481,673,600,n07615774
n07615774\sketch_5.JPEG,600,499,714,600,464,826,n07615774
n07615774\sketch_50.JPEG,545,813,559,559,464,650,n07615774
n07615774\sketch_6.JPEG,452,545,423,828,650,650,n07615774
n07615774\sketch_7.JPEG,650,600,714,650,673,600,n07615774
n07615774\sketch_8.JPEG,545,650,559,559,464,600,n07615774
n07615774\sketch_9.JPEG,813,772,772,600,650,772,n07615774
n07684084\sketch_0.JPEG,111,761,111,111,111,616,n07684084
n07684084\sketch_1.JPEG,644,644,644,644,644,644,n07684084
n07684084\sketch_10.JPEG,761,600,506,673,472,772,n07684084
n07684084\sketch_11.JPEG,714,688,714,111,749,107,n07684084
n07684084\sketch_12.JPEG,111,111,111,111,111,432,n07684084
n07684084\sketch_13.JPEG,418,563,418,772,405,772,n07684084
n07684084\sketch_14.JPEG,549,499,559,549,633,481,n07684084
n07684084\sketch_15.JPEG,623,512,875,623,512,772,n07684084
n07684084\sketch_16.JPEG,116,116,673,818,818,69,n07684084
n07684084\sketch_17.JPEG,714,714,714,916,714,633,n07684084
n07684084\sketch_18.JPEG,506,584,584,584,506,828,n07684084
n07684084\sketch_19.JPEG,117,916,340,111,916,584,n07684084
n07684084\sketch_2.JPEG,116,116,930,783,116,679,n07684084
n07684084\sketch_20.JPEG,418,623,418,875,795,772,n07684084
n07684084\sketch_21.JPEG,662,714,600,772,749,772,n07684084
n07684084\sketch_22.JPEG,650,714,506,673,600,714,n07684084
n07684084\sketch_23.JPEG,749,774,318,768,545,549,n07684084
n07684084\sketch_24.JPEG,644,644,644,644,644,644,n07684084
n07684084\sketch_25.JPEG,116,116,116,69,116,783,n07684084
n07684084\sketch_26.JPEG,549,818,712,78,635,409,n07684084
n07684084\sketch_27.JPEG,584,464,772,772,600,772,n07684084
n07684084\sketch_28.JPEG,549,466,418,549,512,772,n07684084
n07684084\sketch_29.JPEG,549,916,916,673,549,772,n07684084
n07684084\sketch_3.JPEG,549,714,673,673,749,828,n07684084
n07684084\sketch_30.JPEG,644,644,644,644,644,644,n07684084
n07684084\sketch_31.JPEG,600,875,729,600,600,772,n07684084
n07684084\sketch_32.JPEG,749,824,584,824,749,584,n07684084
n07684084\sketch_33.JPEG,116,111,111,316,506,584,n07684084
n07684084\sketch_34.JPEG,714,795,714,549,549,600,n07684084
n07684084\sketch_35.JPEG,600,600,600,600,772,772,n07684084
n07684084\sketch_36.JPEG,111,818,464,117,506,584,n07684084
n07684084\sketch_37.JPEG,117,281,111,111,506,797,n07684084
n07684084\sketch_38.JPEG,549,111,563,549,111,618,n07684084
n07684084\sketch_39.JPEG,907,729,765,600,600,600,n07684084
n07684084\sketch_4.JPEG,761,897,647,772,916,772,n07684084
n07684084\sketch_40.JPEG,968,729,765,566,749,772,n07684084
n07684084\sketch_41.JPEG,549,714,772,600,549,772,n07684084
n07684084\sketch_42.JPEG,549,549,644,549,746,828,n07684084
n07684084\sketch_43.JPEG,623,623,563,549,563,618,n07684084
n07684084\sketch_44.JPEG,623,623,623,584,746,821,n07684084
n07684084\sketch_45.JPEG,795,795,795,600,491,473,n07684084
n07684084\sketch_46.JPEG,418,623,916,111,405,772,n07684084
n07684084\sketch_47.JPEG,549,830,600,600,559,600,n07684084
n07684084\sketch_48.JPEG,644,644,644,644,644,644,n07684084
n07684084\sketch_49.JPEG,111,739,111,111,616,701,n07684084
n07684084\sketch_5.JPEG,749,600,749,749,749,772,n07684084
n07684084\sketch_50.JPEG,644,644,644,644,644,644,n07684084
n07684084\sketch_6.JPEG,749,623,549,623,549,473,n07684084
n07684084\sketch_7.JPEG,549,549,772,673,916,679,n07684084
n07684084\sketch_8.JPEG,770,502,765,729,61,729,n07684084
n07684084\sketch_9.JPEG,600,714,600,650,714,714,n07684084
n07693725\sketch_0.JPEG,646,835,506,545,506,545,n07693725
n07693725\sketch_1.JPEG,931,328,783,783,892,793,n07693725
n07693725\sketch_10.JPEG,464,931,931,464,787,584,n07693725
n07693725\sketch_11.JPEG,545,808,748,545,318,318,n07693725
n07693725\sketch_12.JPEG,549,769,409,409,769,769,n07693725
n07693725\sketch_13.JPEG,798,577,111,535,577,793,n07693725
n07693725\sketch_14.JPEG,577,577,818,828,818,507,n07693725
n07693725\sketch_15.JPEG,409,535,409,111,409,409,n07693725
n07693725\sketch_16.JPEG,549,828,535,971,828,892,n07693725
n07693725\sketch_17.JPEG,506,506,823,506,754,506,n07693725
n07693725\sketch_18.JPEG,918,916,968,549,714,549,n07693725
n07693725\sketch_19.JPEG,506,746,506,746,783,968,n07693725
n07693725\sketch_2.JPEG,798,931,111,643,921,805,n07693725
n07693725\sketch_20.JPEG,828,409,535,828,892,714,n07693725
n07693725\sketch_21.JPEG,549,549,714,549,549,828,n07693725
n07693725\sketch_22.JPEG,545,808,748,545,318,318,n07693725
n07693725\sketch_23.JPEG,409,931,931,577,464,409,n07693725
n07693725\sketch_24.JPEG,916,409,399,530,399,409,n07693725
n07693725\sketch_25.JPEG,551,111,111,5,640,793,n07693725
n07693725\sketch_26.JPEG,646,835,506,545,506,545,n07693725
n07693725\sketch_27.JPEG,931,328,783,783,892,793,n07693725
n07693725\sketch_28.JPEG,798,931,778,643,921,805,n07693725
n07693725\sketch_29.JPEG,409,892,409,409,746,892,n07693725
n07693725\sketch_3.JPEG,409,892,409,409,746,455,n07693725
n07693725\sketch_30.JPEG,506,506,506,429,506,451,n07693725
n07693725\sketch_31.JPEG,944,944,562,936,643,968,n07693725
n07693725\sketch_32.JPEG,828,409,535,828,828,828,n07693725
n07693725\sketch_33.JPEG,644,644,644,644,644,644,n07693725
n07693725\sketch_34.JPEG,549,746,714,545,805,592,n07693725
n07693725\sketch_35.JPEG,729,729,673,807,635,512,n07693725
n07693725\sketch_36.JPEG,506,931,931,584,577,584,n07693725
n07693725\sketch_37.JPEG,434,673,748,808,545,318,n07693725
n07693725\sketch_38.JPEG,549,549,409,409,769,769,n07693725
n07693725\sketch_39.JPEG,798,577,111,535,577,793,n07693725
n07693725\sketch_4.JPEG,506,506,506,429,506,451,n07693725
n07693725\sketch_40.JPEG,577,577,818,828,818,507,n07693725
n07693725\sketch_41.JPEG,409,535,409,111,409,892,n07693725
n07693725\sketch_42.JPEG,549,535,828,971,828,409,n07693725
n07693725\sketch_43.JPEG,506,506,823,506,754,506,n07693725
n07693725\sketch_44.JPEG,549,916,968,549,714,549,n07693725
n07693725\sketch_45.JPEG,506,746,932,855,783,968,n07693725
n07693725\sketch_46.JPEG,828,535,535,828,892,892,n07693725
n07693725\sketch_47.JPEG,646,549,714,111,549,549,n07693725
n07693725\sketch_48.JPEG,434,606,748,545,318,318,n07693725
n07693725\sketch_49.JPEG,584,931,712,577,464,826,n07693725
n07693725\sketch_5.JPEG,944,944,562,117,643,464,n07693725
n07693725\sketch_50.JPEG,916,530,610,530,650,776,n07693725
n07693725\sketch_6.JPEG,828,535,535,828,535,828,n07693725
n07693725\sketch_7.JPEG,644,644,644,644,644,644,n07693725
n07693725\sketch_8.JPEG,714,535,714,545,805,592,n07693725
n07693725\sketch_9.JPEG,481,729,673,541,635,512,n07693725
n07695742\sketch_0.JPEG,646,66,111,111,769,835,n07695742
n07695742\sketch_1.JPEG,111,111,111,772,111,451,n07695742
n07695742\sketch_10.JPEG,549,549,111,549,549,600,n07695742
n07695742\sketch_11.JPEG,111,111,60,111,60,584,n07695742
n07695742\sketch_12.JPEG,566,513,566,111,566,828,n07695742
n07695742\sketch_13.JPEG,111,111,111,111,111,111,n07695742
n07695742\sketch_14.JPEG,772,506,506,464,464,746,n07695742
n07695742\sketch_15.JPEG,566,513,566,566,897,111,n07695742
n07695742\sketch_16.JPEG,69,868,968,69,961,783,n07695742
n07695742\sketch_17.JPEG,932,600,932,506,616,600,n07695742
n07695742\sketch_18.JPEG,761,535,535,528,535,409,n07695742
n07695742\sketch_19.JPEG,646,111,111,111,111,600,n07695742
n07695742\sketch_2.JPEG,566,513,566,566,566,566,n07695742
n07695742\sketch_20.JPEG,549,549,549,549,549,549,n07695742
n07695742\sketch_21.JPEG,549,549,535,835,549,549,n07695742
n07695742\sketch_22.JPEG,646,535,535,714,828,823,n07695742
n07695742\sketch_23.JPEG,729,729,921,600,921,921,n07695742
n07695742\sketch_24.JPEG,566,513,111,111,566,828,n07695742
n07695742\sketch_25.JPEG,464,932,464,464,464,695,n07695742
n07695742\sketch_26.JPEG,828,535,535,535,111,746,n07695742
n07695742\sketch_27.JPEG,828,828,828,828,828,684,n07695742
n07695742\sketch_28.JPEG,111,111,729,729,111,444,n07695742
n07695742\sketch_29.JPEG,932,932,111,606,932,770,n07695742
n07695742\sketch_3.JPEG,111,111,111,111,111,111,n07695742
n07695742\sketch_30.JPEG,421,111,111,111,111,451,n07695742
n07695742\sketch_31.JPEG,646,409,111,111,111,835,n07695742
n07695742\sketch_32.JPEG,566,968,566,464,566,513,n07695742
n07695742\sketch_33.JPEG,488,932,490,539,464,640,n07695742
n07695742\sketch_34.JPEG,549,111,111,566,549,549,n07695742
n07695742\sketch_35.JPEG,464,464,464,643,464,584,n07695742
n07695742\sketch_36.JPEG,815,815,73,904,539,905,n07695742
n07695742\sketch_37.JPEG,488,111,111,490,111,679,n07695742
n07695742\sketch_38.JPEG,506,111,111,111,111,506,n07695742
n07695742\sketch_39.JPEG,506,916,111,616,446,684,n07695742
n07695742\sketch_4.JPEG,584,761,932,584,464,584,n07695742
n07695742\sketch_40.JPEG,549,916,794,549,922,549,n07695742
n07695742\sketch_41.JPEG,646,535,535,714,528,892,n07695742
n07695742\sketch_42.JPEG,111,111,111,111,111,566,n07695742
n07695742\sketch_43.JPEG,506,535,535,787,535,684,n07695742
n07695742\sketch_44.JPEG,535,535,932,774,932,535,n07695742
n07695742\sketch_45.JPEG,111,746,464,429,409,545,n07695742
n07695742\sketch_46.JPEG,464,60,616,464,616,111,n07695742
n07695742\sketch_47.JPEG,549,549,535,714,746,868,n07695742
n07695742\sketch_48.JPEG,646,66,111,111,769,835,n07695742
n07695742\sketch_49.JPEG,111,111,111,772,111,729,n07695742
n07695742\sketch_5.JPEG,905,905,73,753,753,905,n07695742
n07695742\sketch_50.JPEG,566,513,566,566,566,679,n07695742
n07695742\sketch_6.JPEG,79,774,409,506,506,507,n07695742
n07695742\sketch_7.JPEG,861,111,111,443,111,535,n07695742
n07695742\sketch_8.JPEG,464,111,111,464,488,535,n07695742
n07695742\sketch_9.JPEG,828,535,535,409,778,592,n07695742
n07697313\sketch_0.JPEG,968,968,584,868,469,729,n07697313
n07697313\sketch_1.JPEG,714,535,714,684,746,455,n07697313
n07697313\sketch_10.JPEG,111,917,464,917,549,721,n07697313
n07697313\sketch_11.JPEG,774,606,855,774,34,464,n07697313
n07697313\sketch_12.JPEG,584,772,828,584,772,772,n07697313
n07697313\sketch_13.JPEG,488,111,111,584,111,59,n07697313
n07697313\sketch_14.JPEG,828,773,855,855,855,855,n07697313
n07697313\sketch_15.JPEG,464,464,464,541,464,464,n07697313
n07697313\sketch_16.JPEG,828,464,828,464,506,566,n07697313
n07697313\sketch_17.JPEG,746,464,464,714,539,725,n07697313
n07697313\sketch_18.JPEG,855,773,855,855,855,773,n07697313
n07697313\sketch_19.JPEG,855,773,855,855,855,968,n07697313
n07697313\sketch_2.JPEG,828,828,593,584,464,729,n07697313
n07697313\sketch_20.JPEG,968,464,464,541,464,455,n07697313
n07697313\sketch_21.JPEG,644,644,644,644,644,644,n07697313
n07697313\sketch_22.JPEG,549,584,464,584,772,729,n07697313
n07697313\sketch_23.JPEG,503,968,677,790,541,729,n07697313
n07697313\sketch_24.JPEG,855,917,855,504,504,968,n07697313
n07697313\sketch_25.JPEG,828,968,828,828,464,464,n07697313
n07697313\sketch_26.JPEG,549,916,729,714,714,772,n07697313
n07697313\sketch_27.JPEG,549,916,916,107,488,584,n07697313
n07697313\sketch_28.JPEG,464,643,464,643,748,551,n07697313
n07697313\sketch_29.JPEG,549,549,720,549,650,714,n07697313
n07697313\sketch_3.JPEG,584,968,968,968,506,584,n07697313
n07697313\sketch_30.JPEG,503,729,541,790,506,729,n07697313
n07697313\sketch_31.JPEG,464,464,464,541,464,464,n07697313
n07697313\sketch_32.JPEG,828,828,828,828,828,892,n07697313
n07697313\sketch_33.JPEG,828,551,828,828,828,679,n07697313
n07697313\sketch_34.JPEG,464,464,464,855,464,326,n07697313
n07697313\sketch_35.JPEG,828,828,828,828,107,729,n07697313
n07697313\sketch_36.JPEG,610,560,464,729,765,765,n07697313
n07697313\sketch_37.JPEG,464,464,855,855,855,464,n07697313
n07697313\sketch_38.JPEG,828,469,968,116,463,464,n07697313
n07697313\sketch_39.JPEG,746,917,932,714,464,584,n07697313
n07697313\sketch_4.JPEG,464,828,464,464,828,464,n07697313
n07697313\sketch_40.JPEG,549,584,584,729,584,729,n07697313
n07697313\sketch_41.JPEG,828,828,968,828,828,968,n07697313
n07697313\sketch_42.JPEG,855,773,855,855,855,855,n07697313
n07697313\sketch_43.JPEG,828,828,828,714,828,556,n07697313
n07697313\sketch_44.JPEG,828,464,464,712,549,646,n07697313
n07697313\sketch_45.JPEG,828,828,828,828,464,635,n07697313
n07697313\sketch_46.JPEG,823,823,765,673,823,584,n07697313
n07697313\sketch_47.JPEG,828,464,584,828,488,729,n07697313
n07697313\sketch_48.JPEG,828,828,119,729,971,729,n07697313
n07697313\sketch_49.JPEG,464,464,464,828,828,531,n07697313
n07697313\sketch_5.JPEG,968,469,506,808,538,861,n07697313
n07697313\sketch_6.JPEG,828,828,828,828,828,714,n07697313
n07697313\sketch_7.JPEG,828,729,828,828,455,506,n07697313
n07697313\sketch_8.JPEG,828,535,828,828,828,729,n07697313
n07697313\sketch_9.JPEG,463,968,855,541,469,855,n07697313
n07697537\sketch_0.JPEG,855,729,464,584,464,464,n07697537
n07697537\sketch_1.JPEG,111,584,584,584,584,584,n07697537
n07697537\sketch_10.JPEG,111,623,623,111,749,749,n07697537
n07697537\sketch_11.JPEG,116,111,111,111,111,111,n07697537
n07697537\sketch_12.JPEG,646,600,828,600,772,828,n07697537
n07697537\sketch_13.JPEG,111,111,405,69,111,111,n07697537
n07697537\sketch_14.JPEG,584,584,69,584,584,584,n07697537
n07697537\sketch_15.JPEG,111,111,770,600,111,600,n07697537
n07697537\sketch_16.JPEG,111,111,111,456,584,111,n07697537
n07697537\sketch_17.JPEG,770,111,770,584,770,584,n07697537
n07697537\sketch_18.JPEG,584,584,584,584,584,584,n07697537
n07697537\sketch_19.JPEG,111,111,111,111,111,566,n07697537
n07697537\sketch_2.JPEG,549,549,968,111,823,600,n07697537
n07697537\sketch_20.JPEG,549,111,111,111,549,828,n07697537
n07697537\sketch_21.JPEG,646,549,111,111,772,714,n07697537
n07697537\sketch_22.JPEG,650,111,600,673,512,772,n07697537
n07697537\sketch_23.JPEG,714,584,584,584,714,584,n07697537
n07697537\sketch_24.JPEG,111,499,111,111,772,549,n07697537
n07697537\sketch_25.JPEG,111,111,111,111,549,828,n07697537
n07697537\sketch_26.JPEG,111,593,111,584,111,584,n07697537
n07697537\sketch_27.JPEG,623,795,488,456,776,828,n07697537
n07697537\sketch_28.JPEG,111,593,606,968,606,659,n07697537
n07697537\sketch_29.JPEG,111,111,650,584,770,828,n07697537
n07697537\sketch_3.JPEG,902,823,600,456,714,714,n07697537
n07697537\sketch_30.JPEG,539,593,593,692,549,584,n07697537
n07697537\sketch_31.JPEG,111,549,600,673,111,600,n07697537
n07697537\sketch_32.JPEG,644,644,644,644,644,644,n07697537
n07697537\sketch_33.JPEG,111,584,111,111,499,677,n07697537
n07697537\sketch_34.JPEG,916,916,916,714,714,714,n07697537
n07697537\sketch_35.JPEG,584,464,464,111,584,714,n07697537
n07697537\sketch_36.JPEG,111,111,111,111,549,828,n07697537
n07697537\sketch_37.JPEG,111,512,111,584,111,111,n07697537
n07697537\sketch_38.JPEG,111,111,111,111,584,714,n07697537
n07697537\sketch_39.JPEG,499,111,111,111,111,584,n07697537
n07697537\sketch_4.JPEG,111,916,916,111,650,623,n07697537
n07697537\sketch_40.JPEG,902,916,916,111,902,600,n07697537
n07697537\sketch_41.JPEG,584,772,584,566,566,584,n07697537
n07697537\sketch_42.JPEG,111,600,111,684,111,714,n07697537
n07697537\sketch_43.JPEG,872,772,409,542,854,772,n07697537
n07697537\sketch_44.JPEG,749,549,729,549,749,566,n07697537
n07697537\sketch_45.JPEG,421,600,556,684,714,584,n07697537
n07697537\sketch_46.JPEG,111,111,506,600,770,828,n07697537
n07697537\sketch_47.JPEG,714,916,777,111,772,549,n07697537
n07697537\sketch_48.JPEG,855,464,464,584,464,584,n07697537
n07697537\sketch_49.JPEG,111,584,584,684,111,584,n07697537
n07697537\sketch_5.JPEG,747,916,111,795,566,584,n07697537
n07697537\sketch_50.JPEG,549,549,968,111,549,600,n07697537
n07697537\sketch_6.JPEG,584,714,584,584,818,714,n07697537
n07697537\sketch_7.JPEG,111,772,111,584,584,111,n07697537
n07697537\sketch_8.JPEG,646,111,111,714,714,714,n07697537
n07697537\sketch_9.JPEG,111,549,111,111,584,828,n07697537
n07711569\sketch_0.JPEG,868,960,861,960,960,535,n07711569
n07711569\sketch_1.JPEG,646,646,646,646,646,646,n07711569
n07711569\sketch_10.JPEG,549,549,828,556,633,679,n07711569
